"year","state","state_po","county_name","county_fips","candidate","party","candidatevotes","totalvotes","percent_total_votes"
"2004","TEXAS","TX","LIBERTY","48291","GEORGE W. BUSH","REPUBLICAN",14821,21691,68.3278779217187
"2004","TEXAS","TX","LIMESTONE","48293","GEORGE W. BUSH","REPUBLICAN",5028,7818,64.313123561013
"2004","TEXAS","TX","LIPSCOMB","48295","GEORGE W. BUSH","REPUBLICAN",1147,1337,85.7890800299177
"2004","TEXAS","TX","LIVE OAK","48297","GEORGE W. BUSH","REPUBLICAN",3147,4201,74.9107355391573
"2004","TEXAS","TX","LLANO","48299","GEORGE W. BUSH","REPUBLICAN",7241,9563,75.7189166579525
"2004","TEXAS","TX","LOVING","48301","GEORGE W. BUSH","REPUBLICAN",65,80,81.25
"2004","TEXAS","TX","LUBBOCK","48303","GEORGE W. BUSH","REPUBLICAN",70135,93151,75.2917306309111
"2004","TEXAS","TX","LYNN","48305","GEORGE W. BUSH","REPUBLICAN",1776,2271,78.2034346103038
"2004","TEXAS","TX","MCCULLOCH","48307","GEORGE W. BUSH","REPUBLICAN",2465,3220,76.5527950310559
"2004","TEXAS","TX","MCLENNAN","48309","GEORGE W. BUSH","REPUBLICAN",52090,79254,65.725389254801
"2004","TEXAS","TX","MCMULLEN","48311","GEORGE W. BUSH","REPUBLICAN",467,564,82.8014184397163
"2004","TEXAS","TX","MADISON","48313","GEORGE W. BUSH","REPUBLICAN",2837,4101,69.1782492075104
"2004","TEXAS","TX","MARION","48315","GEORGE W. BUSH","REPUBLICAN",2441,4348,56.1407543698252
"2004","TEXAS","TX","MARTIN","48317","GEORGE W. BUSH","REPUBLICAN",1514,1807,83.7852794687327
"2004","TEXAS","TX","MASON","48319","GEORGE W. BUSH","REPUBLICAN",1600,2077,77.0341839191141
"2004","TEXAS","TX","MATAGORDA","48321","GEORGE W. BUSH","REPUBLICAN",8119,12521,64.8430636530628
"2004","TEXAS","TX","MAVERICK","48323","JOHN KERRY","DEMOCRAT",5948,10034,59.2784532589197
"2004","TEXAS","TX","MEDINA","48325","GEORGE W. BUSH","REPUBLICAN",10389,14826,70.0728450020235
"2004","TEXAS","TX","MENARD","48327","GEORGE W. BUSH","REPUBLICAN",761,1103,68.9936536718042
"2004","TEXAS","TX","MIDLAND","48329","GEORGE W. BUSH","REPUBLICAN",36585,44834,81.6010170852478
"2004","TEXAS","TX","MILAM","48331","GEORGE W. BUSH","REPUBLICAN",5291,8783,60.2413753842651
"2004","TEXAS","TX","MILLS","48333","GEORGE W. BUSH","REPUBLICAN",1794,2231,80.4123711340206
"2004","TEXAS","TX","MITCHELL","48335","GEORGE W. BUSH","REPUBLICAN",1912,2558,74.7458952306489
"2004","TEXAS","TX","MONTAGUE","48337","GEORGE W. BUSH","REPUBLICAN",5910,7897,74.8385462833988
"2004","TEXAS","TX","MONTGOMERY","48339","GEORGE W. BUSH","REPUBLICAN",104654,133988,78.1069946562379
"2004","TEXAS","TX","MOORE","48341","GEORGE W. BUSH","REPUBLICAN",4601,5628,81.7519545131485
"2004","TEXAS","TX","MORRIS","48343","GEORGE W. BUSH","REPUBLICAN",2818,5278,53.3914361500568
"2004","TEXAS","TX","MOTLEY","48345","GEORGE W. BUSH","REPUBLICAN",564,684,82.4561403508772
"2004","TEXAS","TX","NACOGDOCHES","48347","GEORGE W. BUSH","REPUBLICAN",14160,21466,65.9647815149539
"2004","TEXAS","TX","NAVARRO","48349","GEORGE W. BUSH","REPUBLICAN",10715,16034,66.8267431707621
"2004","TEXAS","TX","NEWTON","48351","GEORGE W. BUSH","REPUBLICAN",3159,5700,55.4210526315789
"2004","TEXAS","TX","NOLAN","48353","GEORGE W. BUSH","REPUBLICAN",3722,5289,70.3724711665721
"2004","TEXAS","TX","NUECES","48355","GEORGE W. BUSH","REPUBLICAN",59359,104560,56.7702754399388
"2004","TEXAS","TX","OCHILTREE","48357","GEORGE W. BUSH","REPUBLICAN",2922,3177,91.9735599622285
"2004","TEXAS","TX","OLDHAM","48359","GEORGE W. BUSH","REPUBLICAN",733,843,86.9513641755635
"2004","TEXAS","TX","ORANGE","48361","GEORGE W. BUSH","REPUBLICAN",20292,31908,63.595336592704
"2004","TEXAS","TX","PALO PINTO","48363","GEORGE W. BUSH","REPUBLICAN",7137,10014,71.2702216896345
"2004","TEXAS","TX","PANOLA","48365","GEORGE W. BUSH","REPUBLICAN",7021,10007,70.1608873788348
"2004","TEXAS","TX","PARKER","48367","GEORGE W. BUSH","REPUBLICAN",31795,40957,77.6301975242327
"2004","TEXAS","TX","PARMER","48369","GEORGE W. BUSH","REPUBLICAN",2375,2773,85.6473133790119
"2004","TEXAS","TX","PECOS","48371","GEORGE W. BUSH","REPUBLICAN",3167,4428,71.5221318879856
"2004","TEXAS","TX","POLK","48373","GEORGE W. BUSH","REPUBLICAN",13778,20846,66.0942147174518
"2004","TEXAS","TX","POTTER","48375","GEORGE W. BUSH","REPUBLICAN",21401,29056,73.6543226872247
"2004","TEXAS","TX","PRESIDIO","48377","JOHN KERRY","DEMOCRAT",1159,1890,61.3227513227513
"2004","TEXAS","TX","RAINS","48379","GEORGE W. BUSH","REPUBLICAN",2998,4229,70.8914637030031
"2004","TEXAS","TX","RANDALL","48381","GEORGE W. BUSH","REPUBLICAN",40520,48587,83.3967933809455
"2004","TEXAS","TX","REAGAN","48383","GEORGE W. BUSH","REPUBLICAN",956,1143,83.6395450568679
"2004","TEXAS","TX","REAL","48385","GEORGE W. BUSH","REPUBLICAN",1314,1645,79.8784194528875
"2004","TEXAS","TX","RED RIVER","48387","GEORGE W. BUSH","REPUBLICAN",3379,5490,61.5482695810565
"2004","TEXAS","TX","REEVES","48389","GEORGE W. BUSH","REPUBLICAN",1777,3395,52.3416789396171
"2004","TEXAS","TX","REFUGIO","48391","GEORGE W. BUSH","REPUBLICAN",2212,3455,64.0231548480463
"2004","TEXAS","TX","ROBERTS","48393","GEORGE W. BUSH","REPUBLICAN",461,507,90.9270216962525
"2004","TEXAS","TX","ROBERTSON","48395","GEORGE W. BUSH","REPUBLICAN",3792,6795,55.8057395143488
"2004","TEXAS","TX","ROCKWALL","48397","GEORGE W. BUSH","REPUBLICAN",20120,25581,78.6521246237442
"2004","TEXAS","TX","RUNNELS","48399","GEORGE W. BUSH","REPUBLICAN",3239,4049,79.9950605087676
"2004","TEXAS","TX","RUSK","48401","GEORGE W. BUSH","REPUBLICAN",13390,18344,72.9938944614043
"2004","TEXAS","TX","SABINE","48403","GEORGE W. BUSH","REPUBLICAN",3138,4639,67.6438887691313
"2004","TEXAS","TX","SAN AUGUSTINE","48405","GEORGE W. BUSH","REPUBLICAN",2235,3757,59.4889539526218
"2004","TEXAS","TX","SAN JACINTO","48407","GEORGE W. BUSH","REPUBLICAN",5394,8125,66.3876923076923
"2004","TEXAS","TX","SAN PATRICIO","48409","GEORGE W. BUSH","REPUBLICAN",13474,21320,63.1988742964353
"2004","TEXAS","TX","SAN SABA","48411","GEORGE W. BUSH","REPUBLICAN",1894,2431,77.9103249691485
"2004","TEXAS","TX","SCHLEICHER","48413","GEORGE W. BUSH","REPUBLICAN",1012,1329,76.1474793077502
"2004","TEXAS","TX","SCURRY","48415","GEORGE W. BUSH","REPUBLICAN",4576,5572,82.1249102656138
"2004","TEXAS","TX","SHACKELFORD","48417","GEORGE W. BUSH","REPUBLICAN",1292,1527,84.6103470857891
"2004","TEXAS","TX","SHELBY","48419","GEORGE W. BUSH","REPUBLICAN",6295,9279,67.841362215756
"2004","TEXAS","TX","SHERMAN","48421","GEORGE W. BUSH","REPUBLICAN",942,1066,88.3677298311445
"2004","TEXAS","TX","SMITH","48423","GEORGE W. BUSH","REPUBLICAN",53392,73664,72.48045178106
"2004","TEXAS","TX","SOMERVELL","48425","GEORGE W. BUSH","REPUBLICAN",2701,3551,76.0630808223036
"2004","TEXAS","TX","STARR","48427","JOHN KERRY","DEMOCRAT",7199,9781,73.6018811982415
"2004","TEXAS","TX","STEPHENS","48429","GEORGE W. BUSH","REPUBLICAN",2803,3519,79.6533105996022
"2004","TEXAS","TX","STERLING","48431","GEORGE W. BUSH","REPUBLICAN",544,615,88.4552845528455
"2004","TEXAS","TX","STONEWALL","48433","GEORGE W. BUSH","REPUBLICAN",499,752,66.3563829787234
"2004","TEXAS","TX","SUTTON","48435","GEORGE W. BUSH","REPUBLICAN",1173,1453,80.7295251204405
"2004","TEXAS","TX","SWISHER","48437","GEORGE W. BUSH","REPUBLICAN",1487,2120,70.1415094339623
"2004","TEXAS","TX","TARRANT","48439","GEORGE W. BUSH","REPUBLICAN",349462,560141,62.3882201088654
"2004","TEXAS","TX","TAYLOR","48441","GEORGE W. BUSH","REPUBLICAN",37197,48099,77.3342481132664
"2004","TEXAS","TX","TERRELL","48443","GEORGE W. BUSH","REPUBLICAN",306,469,65.2452025586354
"2004","TEXAS","TX","TERRY","48445","GEORGE W. BUSH","REPUBLICAN",3166,3970,79.7481108312343
"2004","TEXAS","TX","THROCKMORTON","48447","GEORGE W. BUSH","REPUBLICAN",656,863,76.0139049826188
"2004","TEXAS","TX","TITUS","48449","GEORGE W. BUSH","REPUBLICAN",5709,8907,64.0956551027282
"2004","TEXAS","TX","TOM GREEN","48451","GEORGE W. BUSH","REPUBLICAN",28185,37417,75.3267231472325
"2004","TEXAS","TX","TRAVIS","48453","JOHN KERRY","DEMOCRAT",197235,352113,56.0146884664866
"2004","TEXAS","TX","TRINITY","48455","GEORGE W. BUSH","REPUBLICAN",3985,6213,64.1397070658297
"2004","TEXAS","TX","TYLER","48457","GEORGE W. BUSH","REPUBLICAN",5043,7745,65.1129761136217
"2004","TEXAS","TX","UPSHUR","48459","GEORGE W. BUSH","REPUBLICAN",10232,14526,70.4392124466474
"2004","TEXAS","TX","UPTON","48461","GEORGE W. BUSH","REPUBLICAN",1009,1197,84.2940685045948
"2004","TEXAS","TX","UVALDE","48463","GEORGE W. BUSH","REPUBLICAN",5148,8483,60.6860780384298
"2004","TEXAS","TX","VAL VERDE","48465","GEORGE W. BUSH","REPUBLICAN",6968,11795,59.0758796100042
"2004","TEXAS","TX","VAN ZANDT","48467","GEORGE W. BUSH","REPUBLICAN",14976,19856,75.423045930701
"2004","TEXAS","TX","VICTORIA","48469","GEORGE W. BUSH","REPUBLICAN",20875,29602,70.5188838591987
"2004","TEXAS","TX","WALKER","48471","GEORGE W. BUSH","REPUBLICAN",11710,17822,65.705308046235
"2004","TEXAS","TX","WALLER","48473","GEORGE W. BUSH","REPUBLICAN",7679,13881,55.3202218860313
"2004","TEXAS","TX","WARD","48475","GEORGE W. BUSH","REPUBLICAN",2856,3768,75.796178343949
"2004","TEXAS","TX","WASHINGTON","48477","GEORGE W. BUSH","REPUBLICAN",9597,13063,73.4670443236623
"2004","TEXAS","TX","WEBB","48479","JOHN KERRY","DEMOCRAT",23654,41556,56.9207815959188
"2004","TEXAS","TX","WHARTON","48481","GEORGE W. BUSH","REPUBLICAN",9288,14039,66.1585583018734
"2004","TEXAS","TX","WHEELER","48483","GEORGE W. BUSH","REPUBLICAN",1960,2394,81.8713450292398
"2004","TEXAS","TX","WICHITA","48485","GEORGE W. BUSH","REPUBLICAN",32472,45545,71.2965199253486
"2004","TEXAS","TX","WILBARGER","48487","GEORGE W. BUSH","REPUBLICAN",3685,4990,73.8476953907816
"2004","TEXAS","TX","WILLACY","48489","JOHN KERRY","DEMOCRAT",2734,4962,55.0987505038291
"2004","TEXAS","TX","WILLIAMSON","48491","GEORGE W. BUSH","REPUBLICAN",83284,128198,64.9651320613426
"2004","TEXAS","TX","WILSON","48493","GEORGE W. BUSH","REPUBLICAN",10400,14885,69.8689956331878
"2004","TEXAS","TX","WINKLER","48495","GEORGE W. BUSH","REPUBLICAN",1604,2002,80.1198801198801
"2004","TEXAS","TX","WISE","48497","GEORGE W. BUSH","REPUBLICAN",15177,20031,75.7675602815636
"2004","TEXAS","TX","WOOD","48499","GEORGE W. BUSH","REPUBLICAN",12831,16929,75.793017898281
"2004","TEXAS","TX","YOAKUM","48501","GEORGE W. BUSH","REPUBLICAN",2228,2613,85.2659778032912
"2004","TEXAS","TX","YOUNG","48503","GEORGE W. BUSH","REPUBLICAN",5874,7409,79.2819543798083
"2004","TEXAS","TX","ZAPATA","48505","JOHN KERRY","DEMOCRAT",1662,2898,57.3498964803313
"2004","TEXAS","TX","ZAVALA","48507","JOHN KERRY","DEMOCRAT",2332,3118,74.7915330339961
"2004","UTAH","UT","BEAVER","49001","GEORGE W. BUSH","REPUBLICAN",2023,2544,79.5204402515723
"2004","UTAH","UT","BOX ELDER","49003","GEORGE W. BUSH","REPUBLICAN",15751,18368,85.7523954703833
"2004","UTAH","UT","CACHE","49005","GEORGE W. BUSH","REPUBLICAN",32486,39731,81.7648687422919
"2004","UTAH","UT","CARBON","49007","GEORGE W. BUSH","REPUBLICAN",4950,8508,58.1805359661495
"2004","UTAH","UT","DAGGETT","49009","GEORGE W. BUSH","REPUBLICAN",380,499,76.1523046092184
"2004","UTAH","UT","DAVIS","49011","GEORGE W. BUSH","REPUBLICAN",86187,109268,78.8767068126075
"2004","UTAH","UT","DUCHESNE","49013","GEORGE W. BUSH","REPUBLICAN",4742,5556,85.3491720662347
"2004","UTAH","UT","EMERY","49015","GEORGE W. BUSH","REPUBLICAN",3781,4678,80.8251389482685
"2004","UTAH","UT","GARFIELD","49017","GEORGE W. BUSH","REPUBLICAN",1848,2162,85.4764107308048
"2004","UTAH","UT","GRAND","49019","GEORGE W. BUSH","REPUBLICAN",2130,4165,51.140456182473
"2004","UTAH","UT","IRON","49021","GEORGE W. BUSH","REPUBLICAN",12815,15446,82.9664638094005
"2004","UTAH","UT","JUAB","49023","GEORGE W. BUSH","REPUBLICAN",2681,3417,78.4606379865379
"2004","UTAH","UT","KANE","49025","GEORGE W. BUSH","REPUBLICAN",2414,3051,79.1215994755818
"2004","UTAH","UT","MILLARD","49027","GEORGE W. BUSH","REPUBLICAN",4084,4877,83.7400041008817
"2004","UTAH","UT","MORGAN","49029","GEORGE W. BUSH","REPUBLICAN",3301,3841,85.941161155949
"2004","UTAH","UT","PIUTE","49031","GEORGE W. BUSH","REPUBLICAN",646,773,83.5705045278137
"2004","UTAH","UT","RICH","49033","GEORGE W. BUSH","REPUBLICAN",922,1037,88.9103182256509
"2004","UTAH","UT","SALT LAKE","49035","GEORGE W. BUSH","REPUBLICAN",215728,362138,59.5706609082725
"2004","UTAH","UT","SAN JUAN","49037","GEORGE W. BUSH","REPUBLICAN",2971,4950,60.020202020202
"2004","UTAH","UT","SANPETE","49039","GEORGE W. BUSH","REPUBLICAN",7004,8507,82.3321970142236
"2004","UTAH","UT","SEVIER","49041","GEORGE W. BUSH","REPUBLICAN",6597,7641,86.3368669022379
"2004","UTAH","UT","SUMMIT","49043","GEORGE W. BUSH","REPUBLICAN",7936,15312,51.828631138976
"2004","UTAH","UT","TOOELE","49045","GEORGE W. BUSH","REPUBLICAN",12181,16664,73.097695631301
"2004","UTAH","UT","UINTAH","49047","GEORGE W. BUSH","REPUBLICAN",8518,9957,85.5478557798534
"2004","UTAH","UT","UTAH","49049","GEORGE W. BUSH","REPUBLICAN",128269,149173,85.9867402277892
"2004","UTAH","UT","WASATCH","49051","GEORGE W. BUSH","REPUBLICAN",5503,7512,73.2561235356763
"2004","UTAH","UT","WASHINGTON","49053","GEORGE W. BUSH","REPUBLICAN",35633,44018,80.9509746012995
"2004","UTAH","UT","WAYNE","49055","GEORGE W. BUSH","REPUBLICAN",1062,1360,78.0882352941177
"2004","UTAH","UT","WEBER","49057","GEORGE W. BUSH","REPUBLICAN",51199,72691,70.4337538347251
"2004","VERMONT","VT","ADDISON","50001","JOHN KERRY","DEMOCRAT",11147,18579,59.9978470315948
"2004","VERMONT","VT","BENNINGTON","50003","JOHN KERRY","DEMOCRAT",11069,19065,58.0592709152898
"2004","VERMONT","VT","CALEDONIA","50005","JOHN KERRY","DEMOCRAT",7106,14211,50.0035184012385
"2004","VERMONT","VT","CHITTENDEN","50007","JOHN KERRY","DEMOCRAT",49369,77696,63.5412376441516
"2004","VERMONT","VT","ESSEX","50009","GEORGE W. BUSH","REPUBLICAN",1591,2937,54.1709227102485
"2004","ARKANSAS","AR","ARKANSAS","5001","GEORGE W. BUSH","REPUBLICAN",3789,6946,54.5493809386697
"2004","VERMONT","VT","FRANKLIN","50011","JOHN KERRY","DEMOCRAT",10598,19920,53.2028112449799
"2004","VERMONT","VT","GRAND ISLE","50013","JOHN KERRY","DEMOCRAT",2246,4077,55.0895266127054
"2004","VERMONT","VT","LAMOILLE","50015","JOHN KERRY","DEMOCRAT",7636,12181,62.6877924636729
"2004","VERMONT","VT","ORANGE","50017","JOHN KERRY","DEMOCRAT",8159,14895,54.7767707284324
"2004","VERMONT","VT","ORLEANS","50019","JOHN KERRY","DEMOCRAT",6330,12242,51.7072373795131
"2004","VERMONT","VT","RUTLAND","50021","JOHN KERRY","DEMOCRAT",15904,30975,51.3446327683616
"2004","VERMONT","VT","WASHINGTON","50023","JOHN KERRY","DEMOCRAT",19177,31448,60.9800305265836
"2004","VERMONT","VT","WINDHAM","50025","JOHN KERRY","DEMOCRAT",15489,23316,66.4307771487391
"2004","VERMONT","VT","WINDSOR","50027","JOHN KERRY","DEMOCRAT",18561,30767,60.3276237527221
"2004","ARKANSAS","AR","ASHLEY","5003","GEORGE W. BUSH","REPUBLICAN",4567,8512,53.6536654135338
"2004","ARKANSAS","AR","BAXTER","5005","GEORGE W. BUSH","REPUBLICAN",11128,18530,60.0539665407447
"2004","ARKANSAS","AR","BENTON","5007","GEORGE W. BUSH","REPUBLICAN",46571,68121,68.3651150159275
"2004","ARKANSAS","AR","BOONE","5009","GEORGE W. BUSH","REPUBLICAN",9793,14777,66.2719090478446
"2004","ARKANSAS","AR","BRADLEY","5011","JOHN KERRY","DEMOCRAT",2206,4249,51.9180983760885
"2004","ARKANSAS","AR","CALHOUN","5013","GEORGE W. BUSH","REPUBLICAN",1341,2303,58.2283977420756
"2004","ARKANSAS","AR","CARROLL","5015","GEORGE W. BUSH","REPUBLICAN",6184,10481,59.0020036256082
"2004","ARKANSAS","AR","CHICOT","5017","JOHN KERRY","DEMOCRAT",2993,4757,62.9178053394997
"2004","ARKANSAS","AR","CLARK","5019","JOHN KERRY","DEMOCRAT",4985,9189,54.2496463162477
"2004","ARKANSAS","AR","CLAY","5021","JOHN KERRY","DEMOCRAT",3264,6096,53.5433070866142
"2004","ARKANSAS","AR","CLEBURNE","5023","GEORGE W. BUSH","REPUBLICAN",7001,11835,59.1550485847064
"2004","ARKANSAS","AR","CLEVELAND","5025","GEORGE W. BUSH","REPUBLICAN",2009,3496,57.4656750572082
"2004","ARKANSAS","AR","COLUMBIA","5027","GEORGE W. BUSH","REPUBLICAN",5729,9909,57.8161267534565
"2004","ARKANSAS","AR","CONWAY","5029","GEORGE W. BUSH","REPUBLICAN",4293,8649,49.6357960457856
"2004","ARKANSAS","AR","CRAIGHEAD","5031","GEORGE W. BUSH","REPUBLICAN",15818,29801,53.0787557464515
"2004","ARKANSAS","AR","CRAWFORD","5033","GEORGE W. BUSH","REPUBLICAN",13391,20401,65.638939267683
"2004","ARKANSAS","AR","CRITTENDEN","5035","JOHN KERRY","DEMOCRAT",8277,15300,54.0980392156863
"2004","ARKANSAS","AR","CROSS","5037","GEORGE W. BUSH","REPUBLICAN",3864,7074,54.6225614927905
"2004","ARKANSAS","AR","DALLAS","5039","GEORGE W. BUSH","REPUBLICAN",1699,3383,50.2216967188886
"2004","ARKANSAS","AR","DESHA","5041","JOHN KERRY","DEMOCRAT",2851,4647,61.3514095115128
"2004","ARKANSAS","AR","DREW","5043","GEORGE W. BUSH","REPUBLICAN",3262,6249,52.200352056329
"2004","ARKANSAS","AR","FAULKNER","5045","GEORGE W. BUSH","REPUBLICAN",21514,36686,58.643624270839
"2004","ARKANSAS","AR","FRANKLIN","5047","GEORGE W. BUSH","REPUBLICAN",4181,7289,57.3604060913706
"2004","ARKANSAS","AR","FULTON","5049","GEORGE W. BUSH","REPUBLICAN",2522,4955,50.8980827447023
"2004","ARKANSAS","AR","GARLAND","5051","GEORGE W. BUSH","REPUBLICAN",21734,40154,54.1266125417144
"2004","ARKANSAS","AR","GRANT","5053","GEORGE W. BUSH","REPUBLICAN",4205,6770,62.1122599704579
"2004","ARKANSAS","AR","GREENE","5055","GEORGE W. BUSH","REPUBLICAN",7232,13947,51.8534451853445
"2004","ARKANSAS","AR","HEMPSTEAD","5057","JOHN KERRY","DEMOCRAT",3817,7452,51.2211486849168
"2004","ARKANSAS","AR","HOT SPRING","5059","GEORGE W. BUSH","REPUBLICAN",5962,12068,49.4033808418959
"2004","ARKANSAS","AR","HOWARD","5061","GEORGE W. BUSH","REPUBLICAN",2736,4943,55.351001416144
"2004","ARKANSAS","AR","INDEPENDENCE","5063","GEORGE W. BUSH","REPUBLICAN",7430,13011,57.1055260933057
"2004","ARKANSAS","AR","IZARD","5065","GEORGE W. BUSH","REPUBLICAN",2833,5493,51.5747314764245
"2004","ARKANSAS","AR","JACKSON","5067","JOHN KERRY","DEMOCRAT",3515,6219,56.5203408908185
"2004","ARKANSAS","AR","JEFFERSON","5069","JOHN KERRY","DEMOCRAT",19675,30493,64.5230052799003
"2004","ARKANSAS","AR","JOHNSON","5071","GEORGE W. BUSH","REPUBLICAN",4311,8044,53.5927399303829
"2004","ARKANSAS","AR","LAFAYETTE","5073","GEORGE W. BUSH","REPUBLICAN",1604,3191,50.2663741773739
"2004","ARKANSAS","AR","LAWRENCE","5075","JOHN KERRY","DEMOCRAT",3544,6615,53.5752078609221
"2004","ARKANSAS","AR","LEE","5077","JOHN KERRY","DEMOCRAT",2548,4080,62.4509803921569
"2004","ARKANSAS","AR","LINCOLN","5079","JOHN KERRY","DEMOCRAT",2149,4109,52.2998296422487
"2004","ARKANSAS","AR","LITTLE RIVER","5081","JOHN KERRY","DEMOCRAT",2677,5294,50.5666792595391
"2004","ARKANSAS","AR","LOGAN","5083","GEORGE W. BUSH","REPUBLICAN",5076,8551,59.3614781896854
"2004","ARKANSAS","AR","LONOKE","5085","GEORGE W. BUSH","REPUBLICAN",14398,22030,65.3563322741716
"2004","ARKANSAS","AR","MADISON","5087","GEORGE W. BUSH","REPUBLICAN",3873,6384,60.6672932330827
"2004","ARKANSAS","AR","MARION","5089","GEORGE W. BUSH","REPUBLICAN",4127,6867,60.0990243192078
"2004","ARKANSAS","AR","MILLER","5091","GEORGE W. BUSH","REPUBLICAN",8448,14678,57.5555252759231
"2004","ARKANSAS","AR","MISSISSIPPI","5093","JOHN KERRY","DEMOCRAT",7593,14153,53.6494029534374
"2004","ARKANSAS","AR","MONROE","5095","JOHN KERRY","DEMOCRAT",2049,3667,55.8767384783202
"2004","ARKANSAS","AR","MONTGOMERY","5097","GEORGE W. BUSH","REPUBLICAN",2367,3958,59.8029307731177
"2004","ARKANSAS","AR","NEVADA","5099","GEORGE W. BUSH","REPUBLICAN",1752,3477,50.388265746333
"2004","VIRGINIA","VA","ACCOMACK","51001","GEORGE W. BUSH","REPUBLICAN",7726,13356,57.8466606768494
"2004","VIRGINIA","VA","ALBEMARLE","51003","JOHN KERRY","DEMOCRAT",22088,43726,50.514567991584
"2004","VIRGINIA","VA","ALLEGHANY","51005","GEORGE W. BUSH","REPUBLICAN",3962,7195,55.0660180681028
"2004","VIRGINIA","VA","AMELIA","51007","GEORGE W. BUSH","REPUBLICAN",3499,5397,64.8323142486567
"2004","VIRGINIA","VA","AMHERST","51009","GEORGE W. BUSH","REPUBLICAN",7758,12695,61.1106734935014
"2004","ARKANSAS","AR","NEWTON","5101","GEORGE W. BUSH","REPUBLICAN",2779,4378,63.4764732754683
"2004","VIRGINIA","VA","APPOMATTOX","51011","GEORGE W. BUSH","REPUBLICAN",4366,6655,65.6048084147258
"2004","VIRGINIA","VA","ARLINGTON","51013","JOHN KERRY","DEMOCRAT",63987,94650,67.6038034865293
"2004","VIRGINIA","VA","AUGUSTA","51015","GEORGE W. BUSH","REPUBLICAN",22100,29704,74.400754107191
"2004","VIRGINIA","VA","BATH","51017","GEORGE W. BUSH","REPUBLICAN",1432,2282,62.751971954426
"2004","VIRGINIA","VA","BEDFORD","51019","GEORGE W. BUSH","REPUBLICAN",21925,31404,69.8159470131194
"2004","VIRGINIA","VA","BLAND","51021","GEORGE W. BUSH","REPUBLICAN",1962,2865,68.4816753926702
"2004","VIRGINIA","VA","BOTETOURT","51023","GEORGE W. BUSH","REPUBLICAN",10865,15797,68.7788820662151
"2004","VIRGINIA","VA","BRUNSWICK","51025","JOHN KERRY","DEMOCRAT",4062,6926,58.648570603523
"2004","VIRGINIA","VA","BUCHANAN","51027","JOHN KERRY","DEMOCRAT",5275,9829,53.6677179774138
"2004","VIRGINIA","VA","BUCKINGHAM","51029","GEORGE W. BUSH","REPUBLICAN",3185,6027,52.8455284552846
"2004","ARKANSAS","AR","OUACHITA","5103","GEORGE W. BUSH","REPUBLICAN",5345,10650,50.18779342723
"2004","VIRGINIA","VA","CAMPBELL","51031","GEORGE W. BUSH","REPUBLICAN",15891,22997,69.1003174327086
"2004","VIRGINIA","VA","CAROLINE","51033","GEORGE W. BUSH","REPUBLICAN",4999,9954,50.2210166767129
"2004","VIRGINIA","VA","CARROLL","51035","GEORGE W. BUSH","REPUBLICAN",8173,12128,67.3895118733509
"2004","VIRGINIA","VA","CHARLES CITY","51036","JOHN KERRY","DEMOCRAT",2155,3439,62.6635649898226
"2004","VIRGINIA","VA","CHARLOTTE","51037","GEORGE W. BUSH","REPUBLICAN",3166,5438,58.2199337991909
"2004","VIRGINIA","VA","CHESTERFIELD","51041","GEORGE W. BUSH","REPUBLICAN",83745,133814,62.5831377882733
"2004","VIRGINIA","VA","CLARKE","51043","GEORGE W. BUSH","REPUBLICAN",3741,6505,57.5096079938509
"2004","VIRGINIA","VA","CRAIG","51045","GEORGE W. BUSH","REPUBLICAN",1706,2621,65.0896604349485
"2004","VIRGINIA","VA","CULPEPER","51047","GEORGE W. BUSH","REPUBLICAN",10026,15605,64.2486382569689
"2004","VIRGINIA","VA","CUMBERLAND","51049","GEORGE W. BUSH","REPUBLICAN",2377,4126,57.6102762966554
"2004","ARKANSAS","AR","PERRY","5105","GEORGE W. BUSH","REPUBLICAN",2435,4431,54.9537350485218
"2004","VIRGINIA","VA","DICKENSON","51051","JOHN KERRY","DEMOCRAT",3761,7406,50.7831487982717
"2004","VIRGINIA","VA","DINWIDDIE","51053","GEORGE W. BUSH","REPUBLICAN",6193,10839,57.1362671833195
"2004","VIRGINIA","VA","ESSEX","51057","GEORGE W. BUSH","REPUBLICAN",2304,4344,53.0386740331492
"2004","VIRGINIA","VA","FAIRFAX","51059","JOHN KERRY","DEMOCRAT",245671,461379,53.2471135443962
"2004","VIRGINIA","VA","FAUQUIER","51061","GEORGE W. BUSH","REPUBLICAN",19011,29915,63.5500584990807
"2004","VIRGINIA","VA","FLOYD","51063","GEORGE W. BUSH","REPUBLICAN",4162,6734,61.8057618057618
"2004","VIRGINIA","VA","FLUVANNA","51065","GEORGE W. BUSH","REPUBLICAN",6458,10957,58.9394907365155
"2004","VIRGINIA","VA","FRANKLIN","51067","GEORGE W. BUSH","REPUBLICAN",14048,22223,63.2137875174369
"2004","VIRGINIA","VA","FREDERICK","51069","GEORGE W. BUSH","REPUBLICAN",19386,28540,67.9257182901191
"2004","ARKANSAS","AR","PHILLIPS","5107","JOHN KERRY","DEMOCRAT",5642,8868,63.6220117275598
"2004","VIRGINIA","VA","GILES","51071","GEORGE W. BUSH","REPUBLICAN",4320,7498,57.6153640970926
"2004","VIRGINIA","VA","GLOUCESTER","51073","GEORGE W. BUSH","REPUBLICAN",11084,16333,67.862609441009
